motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
203,b42q_2,Ursa major is a carriage,"Ursa major is identified with a carriage, a cart",True,43,0.04643628509719223
204,b42r_2,The Belt of Orion: one runs after another,Three stars of the Belt of Orion are three persons or animals who pursue each other,True,11,0.011879049676025918
205,b42s_2,Hit with a projectile,"Ursa major or Polaris are identified with a middle size animal (ermine, fisher, woodchuck) or person (identified with an animal?) hit with a dart or arrow",True,11,0.011879049676025918
206,b42t_2,Ursa major is a big mammal,"Seven main stars of Ursa major are interpreted as a figure of a mammal: bear, deer, mountain sheep, camel, dog",True,53,0.05723542116630669
207,b43_3,Purusha,Parts of the body of the primeval person or creature are transformed into different elements of the landscape and parts of the universe,True,33,0.035637149028077755
208,b44a_7,Council on seasons: units of time,The number of discrete units of time in a certain calendar period of time is discussed,True,50,0.05399568034557235
209,b44b_7,"Council on seasons: toes, claws, hairs, feathers","Toes, claws, feathers, hairs, color stripes, etc. are counted and compared to establish the number of period of time or particular way of alternation of periods",True,23,0.024838012958963283
210,b44c_7,Should warmth and light exist?,"It is discussed if darkness or light, cold or warm periods should exist",True,66,0.07127429805615551
211,b44d_7,Black-an-white animal is night and day,There are both night and day because spotted (or otherwise black and white) animal has been killed,True,3,0.0032397408207343412
212,b44e_7,Dispute of animals,"Participants of the discussion concerning number of the units of time, etc. are animals (rare: animals and elements, in particular Wind)",True,60,0.06479481641468683
213,b44f_7,Fox stands for day,"In a dispute about should it be dark or light, Fox stands for light",True,5,0.005399568034557235
214,b45_7,Marriage of winter and summer,"A coming of warm (light, abundant, etc.) or cold (dark, barren, etc.) time is related to the marriage of certain person",True,26,0.028077753779697623
215,b45b_7,The bull of cold,"Bull or cow are related to winter and cold, responsible for existence of the cold season",True,8,0.008639308855291577
216,b46_2,Ursa major as seven men,"Every star of the Ursa mayor is a separate person. Usually the constellation represents seven men, rare it is seven women or seven persons and animals",True,70,0.0755939524838013
217,b46a_2,Stolen star of the Pleiades,The seventh star of the Pleiades was abducted by stars of Big Dipper and now is seen among them,True,16,0.017278617710583154
218,b46a1_7,b46a1_7,,False,14,0.01511879049676026
219,b46c_2,b46c_2,,False,90,0.09719222462203024
220,b46d_2,b46d_2,,False,9,0.009719222462203024
221,b47_2,The Pleiades bring cold,In former times or regularly the Pleiades or other group of stars produced or produce till now severe cold. (The heliacal set of the Pleiades is in May-June while in the Northern Hemisphere they are seen best of all in the winter time),True,13,0.014038876889848811
222,b47a_7,Split hood of cow,Cow steps on the stars of the Pleiades which were dangerous being and lived on earth. Some of these stars slipped through its split hoof,True,5,0.005399568034557235
223,b48_7,Predators become herbivorous ,Weak or herbivorous animals were dangerous predators but have been transformed,True,51,0.0550755939524838
224,b48a_7,Other creatures’ flesh,"Particular pieces of flesh or inner organs in the bodies of animals, birds, or fish originally belonged to other creatures",True,16,0.017278617710583154
225,b48b_7,Human flesh in the animals,Some game animals have a piece of human flesh in their body that remained since the time when these animals were anthropomorphic,True,8,0.008639308855291577
226,b49_7,Muddled request,Animals of particular species do not hear well the instructions concerning their way of life or the ask God for some benefit but muddle their request. Thanks to this they acquire their present habits. (In the Toraja tale the motif is used to explain the mortal nature of human beings),True,15,0.016198704103671708
227,b49a_7,How many cubs in a year,Mighty animals lost opportunity to have many children and now give birth only once in several years,True,4,0.004319654427645789
228,b50_7,Bloodsuckser’s lie,An insect feeds on human blood (flesh). Dangerous person asks it where it got to suck blood or whose blood (flesh) is the most delicious. The insect lies or cannot answer (its tongue is cut off). Thanks to this dangerous person attacks certain plants or animals and not people,True,60,0.06479481641468683
229,b51_7,Mosquito and thunder,Bloodsucking insect does not tell thunder that it has sucked human blood,True,14,0.01511879049676026
230,b51a_7,Snake and swallow,Swallow does not let snake to destroy people. Usually the snake sends mosquito or other bloodsucking insect to get know whose blood is the most delicious. The insect flies back to report that human blood is the sweetest. Swallow bites its tongue off and the snake gets to pull off feathers from the swallow's tail,True,31,0.03347732181425486
231,b52a_3,Vulture creates the landscape,"Flying above the earth and flapping its wings, a bird (usually a vulture) makes it dry after the flood or otherwise creates present landscape",True,13,0.014038876889848811
232,b52b_3,Some earth is concealed,Person spits out earth that he swallowed or concealed otherwise. This way the broken landscape is created,True,19,0.020518358531317494
233,b52c_3,Earth bigger than sky,"When the earth and the sky were created, they p[roved to be of unequal size. The earth was squeezed, this way mountains appeared",True,18,0.019438444924406047
234,b53_5,Creatures or objects from cut off genitals,Supernaturally big genitals are cut off and turn into snakes or other creatures and objects,True,20,0.02159827213822894
235,b54_7,Chips turn into fish,"Chips of wood, branches or pieces of bark thrown or fallen into the water turn into fish and/or aquatic animals",True,46,0.04967602591792657
236,b55_7,Leaves are fish,Fish grows on branches of a tree or leaves of a tree turn into fish,True,13,0.014038876889848811
237,b56_7,Fire tongue of crocodile,"After the crocodile or caiman swallows or loses fire (that he possessed before), he remains without his tongue; or the crocodile's tongue is cut off to make something related to celestial fire (thunderbolt, sun beams, etc.",True,12,0.012958963282937365
238,b57_3,Blood reddens world,"When some person or animal is killed, blood paints the sky or vegetation (origin of the sunrise or sunset, of reddish colors of Aurora borealis or of the red color of the autumn leaves)",True,34,0.0367170626349892
239,b57a_3,Red sunset contains a message,When person gets to see that the sky becomes red he or she understands that another person's blood is shed or that another person spilled a red liquid,True,10,0.01079913606911447
240,b58_7,Wild turkey’s red neck,"After the original fire is stolen by the ancestors, a partridge size forest bird (Penelope sp.; Anhima cornuta; etc.; jacu, paujil) swallows burning coal and (besides the Andoque) its neck becomes red",True,9,0.009719222462203024
241,b59_2,A groups of dancers ascend to the sky,"A group of people (usually children, brothers or sisters) play, dance, ascend to the sky and turn into Pleiades or other compact constellation",True,14,0.01511879049676026
242,b60_10,Offended children abandon parents,"Children conflict with their parents who do not pay them enough attention, condemn their sexual behavior, do not give them enough food, clothes, etc.; the children abandon their parents and become birds, bats, atmospheric phenomena, or stars (usually the Pleiades)",True,29,0.03131749460043196
243,b61_7,The mole’s paw,Mole had to support the sky or the Sun that had fallen down. Usually its paw (hand) remained crooked after this,True,6,0.0064794816414686825
244,b62_10,Buzzard husband,"Man thinks that buzzard or hawk has better life than he. They exchange clothes. The bird lives with the man's wife as her husband, the man usually does not enjoy his bird life",True,20,0.02159827213822894
245,b63_3,Transformation of lazy boys,"Young people, usually siblings, tell other person, usually their mother, that they have been doing agricultural work though it is not the case. When the deceit is discovered, they turn into atmospheric phenomena",True,4,0.004319654427645789
246,b64_7,The bony fish,Bones of fresh-water fish are result of a fighting or military expedition. The bones are arrows that have pierced the fish bodies (gill openings are pierced by arrows) or the small bones are fragments of originally big ones,True,19,0.020518358531317494
247,b64a_7,Small bones: war between fish and birds,Fish and birds shoot arrows into each other. Since then there are many small bones inside the fish,True,10,0.01079913606911447
